332	-0.070200 0.075800 0.070700 -0.390048 -0.920437 0.027370 0.588136 -0.226095 0.776516 -0.709640 0.317576 0.628926 -0.004086
331	-0.070200 0.075800 0.070700 -0.588136 0.226095 -0.776516 -0.390048 -0.920437 0.027370 -0.709640 0.317576 0.628926 0.995595
343	-0.100300 0.065900 0.008100 -0.068834 0.025618 -0.997299 -0.291494 -0.956562 -0.004461 -0.953822 0.289217 0.080794 -0.005064
342	-0.100300 0.065900 0.008100 -0.291494 -0.956562 -0.004461 0.068834 -0.025618 0.997299 -0.953822 0.289217 0.080794 -0.005145
341	-0.100300 0.065900 0.008100 -0.068834 0.025618 -0.997299 -0.291494 -0.956562 -0.004461 -0.953822 0.289217 0.080794 1.000090
413	-0.080800 0.041300 0.072000 -0.635939 0.047878 -0.770252 -0.137430 -0.989227 0.051957 -0.758510 0.136473 0.637209 -0.004464
412	-0.080800 0.041300 0.072000 -0.137430 -0.989227 0.051957 0.635939 -0.047878 0.770252 -0.758510 0.136473 0.637209 0.000648
411	-0.080800 0.041300 0.072000 -0.635939 0.047878 -0.770252 -0.137430 -0.989227 0.051957 -0.758510 0.136473 0.637209 1.002305
422	-0.052600 0.040600 0.095200 -0.874247 -0.019926 -0.485080 -0.057563 -0.987859 0.144294 -0.483535 0.152864 0.861873 -0.002772
423	-0.052600 0.040600 0.095200 -0.057563 -0.987859 0.144294 0.874247 0.019926 0.485080 -0.483535 0.152864 0.861873 -0.005351
421	-0.052600 0.040600 0.095200 -0.874247 -0.019926 -0.485080 -0.057563 -0.987859 0.144294 -0.483535 0.152864 0.861873 1.001905
432	-0.053700 0.005900 0.096900 -0.868549 -0.017706 -0.495110 0.028004 -0.999516 -0.013544 -0.496912 -0.026348 0.867400 -0.002101
433	-0.053700 0.005900 0.096900 0.028004 -0.999516 -0.013544 0.868549 0.017706 0.495110 -0.496912 -0.026348 0.867400 -0.006362
431	-0.053700 0.005900 0.096900 -0.868549 -0.017706 -0.495110 0.028004 -0.999516 -0.013544 -0.496912 -0.026348 0.867400 0.997950
443	-0.082900 0.006200 0.072800 -0.642551 0.002459 -0.766240 0.041812 -0.998430 -0.038229 -0.764200 -0.056691 0.642482 -0.004206
442	-0.082900 0.006200 0.072800 0.041812 -0.998430 -0.038229 0.642551 -0.002459 0.766240 -0.764200 -0.056691 0.642482 -0.001522
441	-0.082900 0.006200 0.072800 -0.642551 0.002459 -0.766240 0.041812 -0.998430 -0.038229 -0.764200 -0.056691 0.642482 1.002289
513	-0.063700 0.125400 0.013600 0.019862 0.216316 -0.976121 -0.796860 -0.586112 -0.146121 -0.615725 0.772178 0.156862 -0.006743
512	-0.063700 0.125400 0.013600 -0.796860 -0.586112 -0.146121 -0.019862 -0.216316 0.976121 -0.615725 0.772178 0.156862 -0.005101
511	-0.063700 0.125400 0.013600 0.019862 0.216316 -0.976121 -0.796860 -0.586112 -0.146121 -0.615725 0.772178 0.156862 0.996272
523	-0.033200 0.139700 0.017400 0.009879 0.221043 -0.975214 -0.957833 -0.278116 -0.072726 -0.288913 0.933906 0.210493 -0.008272
522	-0.033200 0.139700 0.017400 -0.957833 -0.278116 -0.072726 -0.009879 -0.221043 0.975214 -0.288913 0.933906 0.210493 -0.004977
521	-0.033200 0.139700 0.017400 0.009879 0.221043 -0.975214 -0.957833 -0.278116 -0.072726 -0.288913 0.933906 0.210493 1.005785
532	-0.033700 0.127400 0.048500 -0.051082 0.466277 -0.883180 -0.961175 -0.263056 -0.083336 -0.269704 0.841440 0.468211 -0.005121
533	-0.033700 0.127400 0.048500 -0.961175 -0.263056 -0.083336 0.051082 -0.466277 0.883180 -0.269704 0.841440 0.468211 -0.004405
531	-0.033700 0.127400 0.048500 -0.051082 0.466277 -0.883180 -0.961175 -0.263056 -0.083336 -0.269704 0.841440 0.468211 0.999021
542	-0.067200 0.108900 0.044300 -0.179192 0.384947 -0.905296 -0.702900 -0.693991 -0.155914 -0.685216 0.612539 0.394041 -0.006419
543	-0.067200 0.108900 0.044300 -0.702900 -0.693991 -0.155914 0.179192 -0.384947 0.905296 -0.685216 0.612539 0.394041 -0.002027
541	-0.067200 0.108900 0.044300 -0.179192 0.384947 -0.905296 -0.702900 -0.693991 -0.155914 -0.685216 0.612539 0.394041 0.999025
613	-0.035800 0.104800 0.075000 -0.007104 0.765854 -0.642975 -0.956203 -0.193298 -0.219715 -0.294629 0.606643 0.738359 -0.003484
612	-0.035800 0.104800 0.075000 -0.956203 -0.193298 -0.219715 0.007104 -0.765854 0.642975 -0.294629 0.606643 0.738359 -0.001143
611	-0.035800 0.104800 0.075000 -0.007104 0.765854 -0.642975 -0.956203 -0.193298 -0.219715 -0.294629 0.606643 0.738359 1.008584
622	0.000100 0.077500 0.096700 0.000198 0.915824 -0.401705 -1.000000 0.000400 0.000200 0.000367 0.402674 0.915342 -0.001542
623	0.000100 0.077500 0.096700 -1.000000 0.000400 0.000200 -0.000198 -0.915824 0.401705 0.000367 0.402674 0.915342 -0.004805
621	0.000100 0.077500 0.096700 0.000198 0.915824 -0.401705 -1.000000 0.000400 0.000200 0.000367 0.402674 0.915342 1.009867
633	-0.018400 0.044000 0.106300 0.007486 0.982612 -0.185518 -0.991163 -0.017129 -0.131227 -0.130466 0.183746 0.974277 -0.004924
632	-0.018400 0.044000 0.106300 -0.991163 -0.017129 -0.131227 -0.007486 -0.982612 0.185518 -0.130466 0.183746 0.974277 -0.005313
631	-0.018400 0.044000 0.106300 0.007486 0.982612 -0.185518 -0.991163 -0.017129 -0.131227 -0.130466 0.183746 0.974277 1.005340
642	-0.036800 0.075300 0.092200 -0.024706 0.895934 -0.443465 -0.949961 -0.159190 -0.268760 -0.313426 0.410015 0.856533 0.001301
643	-0.036800 0.075300 0.092200 -0.949961 -0.159190 -0.268760 0.024706 -0.895934 0.443465 -0.313426 0.410015 0.856533 -0.003178
641	-0.036800 0.075300 0.092200 -0.024706 0.895934 -0.443465 -0.949961 -0.159190 -0.268760 -0.313426 0.410015 0.856533 0.994944
713	-0.018500 0.010500 0.109600 -0.989916 -0.011992 -0.141146 0.013405 -0.999834 -0.009323 -0.142658 -0.011481 0.989705 -0.004527
712	-0.018500 0.010500 0.109600 0.013405 -0.999834 -0.009323 0.989916 0.011992 0.141146 -0.142658 -0.011481 0.989705 -0.007773
711	-0.018500 0.010500 0.109600 -0.989916 -0.011992 -0.141146 0.013405 -0.999834 -0.009323 -0.142658 -0.011481 0.989705 0.988356
723	0.018600 0.010500 0.109600 0.987988 -0.007388 -0.154356 0.001919 0.999353 -0.035480 0.152642 0.035060 0.987659 -0.005373
722	0.018600 0.010500 0.109600 0.001919 0.999353 -0.035480 -0.987988 0.007388 0.154356 0.152642 0.035060 0.987659 -0.004035
721	0.018600 0.010500 0.109600 0.987988 -0.007388 -0.154356 0.001919 0.999353 -0.035480 0.152642 0.035060 0.987659 0.991532
733	0.018600 -0.023300 0.105900 -0.036436 -0.970559 -0.238092 0.987231 0.002060 -0.159541 0.151977 -0.244704 0.957612 -0.004787
732	0.018600 -0.023300 0.105900 0.987231 0.002060 -0.159541 0.036436 0.970559 0.238092 0.151977 -0.244704 0.957612 -0.001427
731	0.018600 -0.023300 0.105900 -0.036436 -0.970559 -0.238092 0.987231 0.002060 -0.159541 0.151977 -0.244704 0.957612 1.000832
743	-0.018500 -0.023700 0.105800 0.038386 -0.971897 -0.232254 0.992760 0.010603 0.119383 -0.117006 -0.243287 0.962869 -0.002799
742	-0.018500 -0.023700 0.105800 0.992760 0.010603 0.119383 -0.038386 0.971897 0.232254 -0.117006 -0.243287 0.962869 -0.001741
741	-0.018500 -0.023700 0.105800 0.038386 -0.971897 -0.232254 0.992760 0.010603 0.119383 -0.117006 -0.243287 0.962869 1.001113
813	0.000100 0.144500 0.018700 -0.000303 0.252013 -0.967724 -0.999946 -0.008267 -0.001802 -0.006998 0.966945 0.254838 -0.005567
812	0.000100 0.144500 0.018700 -0.999946 -0.008267 -0.001802 0.000303 -0.252013 0.967724 -0.006998 0.966945 0.254838 -0.003506
811	0.000100 0.144500 0.018700 -0.000303 0.252013 -0.967724 -0.999946 -0.008267 -0.001802 -0.006998 0.966945 0.254838 1.004330
822	0.000100 0.131600 0.050000 0.000700 0.498098 -0.867134 -0.999999 -0.000978 -0.001280 0.001958 0.866402 0.499288 -0.005219
823	0.000100 0.131600 0.050000 -0.999999 -0.000978 -0.001280 -0.000700 -0.498098 0.867134 0.001958 0.866402 0.499288 -0.006274
821	0.000100 0.131600 0.050000 0.000700 0.498098 -0.867134 -0.999999 -0.000978 -0.001280 0.001958 0.866402 0.499288 1.003080
913	0.033100 0.139700 0.017300 -0.004348 0.239863 -0.970797 -0.963685 0.258442 0.068188 0.266848 0.935129 0.232993 -0.007514
912	0.033100 0.139700 0.017300 -0.963685 0.258442 0.068188 0.004348 -0.239863 0.970797 0.266848 0.935129 0.232993 -0.003530
911	0.033100 0.139700 0.017300 -0.004348 0.239863 -0.970797 -0.963685 0.258442 0.068188 0.266848 0.935129 0.232993 1.005363
923	0.063800 0.125300 0.013500 -0.021605 0.218386 -0.975623 -0.775002 0.612874 0.154416 0.621407 0.766816 0.160712 -0.005900
922	0.063800 0.125300 0.013500 -0.775002 0.612874 0.154416 0.021605 -0.218386 0.975623 0.621407 0.766816 0.160712 -0.002964
921	0.063800 0.125300 0.013500 -0.021605 0.218386 -0.975623 -0.775002 0.612874 0.154416 0.621407 0.766816 0.160712 0.994423
932	0.067100 0.108800 0.044400 0.182379 0.383825 -0.905273 -0.717497 0.681441 0.144350 0.680989 0.616526 0.395151 -0.003001
933	0.067100 0.108800 0.044400 -0.717497 0.681441 0.144350 -0.182379 -0.383825 0.905273 0.680989 0.616526 0.395151 -0.003103
931	0.067100 0.108800 0.044400 0.182379 0.383825 -0.905273 -0.717497 0.681441 0.144350 0.680989 0.616526 0.395151 0.985051
942	0.033800 0.127300 0.048600 0.055521 0.468657 -0.881669 -0.963010 0.258317 0.076714 0.262921 0.843604 0.468159 -0.006556
943	0.033800 0.127300 0.048600 -0.963010 0.258317 0.076714 -0.055521 -0.468657 0.881669 0.262921 0.843604 0.468159 -0.003934
941	0.033800 0.127300 0.048600 0.055521 0.468657 -0.881669 -0.963010 0.258317 0.076714 0.262921 0.843604 0.468159 0.995352
1013	0.000100 0.109300 0.077100 0.000943 0.758166 -0.652062 -0.999713 -0.016804 -0.020899 -0.019692 0.652858 0.757221 -0.007605
1012	0.000100 0.109300 0.077100 -0.999713 -0.016804 -0.020899 -0.000943 -0.758166 0.652062 -0.019692 0.652858 0.757221 -0.006425
1011	0.000100 0.109300 0.077100 0.000943 0.758166 -0.652062 -0.999713 -0.016804 -0.020899 -0.019692 0.652858 0.757221 1.008009
1023	0.035800 0.104800 0.075000 0.006361 0.767230 -0.641340 -0.962402 0.179073 0.204637 0.270976 0.620759 0.735681 -0.004221
1022	0.035800 0.104800 0.075000 -0.962402 0.179073 0.204637 -0.006361 -0.767230 0.641340 0.270976 0.620759 0.735681 0.000505
1021	0.035800 0.104800 0.075000 0.006361 0.767230 -0.641340 -0.962402 0.179073 0.204637 0.270976 0.620759 0.735681 1.008116
1032	0.036800 0.075200 0.092300 0.031490 0.899043 -0.436586 -0.951407 0.160826 0.262599 0.309873 0.414927 0.855460 -0.000319
1033	0.036800 0.075200 0.092300 -0.951407 0.160826 0.262599 -0.031490 -0.899043 0.436586 0.309873 0.414927 0.855460 -0.005647
1031	0.036800 0.075200 0.092300 0.031490 0.899043 -0.436586 -0.951407 0.160826 0.262599 0.309873 0.414927 0.855460 1.006530
1043	0.018400 0.044200 0.106200 -0.013583 0.979851 -0.199269 -0.991535 0.012550 0.129281 0.130105 0.203097 0.970475 -0.004445
1042	0.018400 0.044200 0.106200 -0.991535 0.012550 0.129281 0.013583 -0.979851 0.199269 0.130105 0.203097 0.970475 -0.001297
1041	0.018400 0.044200 0.106200 -0.013583 0.979851 -0.199269 -0.991535 0.012550 0.129281 0.130105 0.203097 0.970475 1.015013
1112	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.482025 0.152467 0.862788 -0.002506
1113	0.052500 0.040600 0.095300 -0.056398 0.988756 -0.138494 -0.875761 0.017599 0.482379 0.482025 0.152467 0.862788 -0.005458
1111	0.052500 0.040600 0.095300 0.875761 -0.017599 -0.482379 -0.056398 0.988756 -0.138494 0.482025 0.152467 0.862788 0.999123
1123	0.080900 0.041300 0.072100 0.639074 0.050924 -0.767457 -0.173989 0.981412 -0.079774 0.749042 0.181978 0.637038 -0.002921
1122	0.080900 0.041300 0.072100 -0.173989 0.981412 -0.079774 -0.639074 -0.050924 0.767457 0.749042 0.181978 0.637038 -0.004155
1121	0.080900 0.041300 0.072100 0.639074 0.050924 -0.767457 -0.173989 0.981412 -0.079774 0.749042 0.181978 0.637038 0.995061
1133	0.082800 0.006100 0.072800 0.639791 0.000683 -0.768548 0.005633 1.000004 0.005616 0.765451 -0.013124 0.643357 -0.004723
1132	0.082800 0.006100 0.072800 0.005633 1.000004 0.005616 -0.639791 -0.000683 0.768548 0.765451 -0.013124 0.643357 -0.002756
1131	0.082800 0.006100 0.072800 0.639791 0.000683 -0.768548 0.005633 1.000004 0.005616 0.765451 -0.013124 0.643357 0.990339
1142	0.053500 0.006200 0.097000 0.868705 -0.018172 -0.494975 0.027005 0.999578 0.010703 0.492800 -0.029523 0.869640 -0.000811
1143	0.053500 0.006200 0.097000 0.027005 0.999578 0.010703 -0.868705 0.018172 0.494975 0.492800 -0.029523 0.869640 -0.004093
1141	0.053500 0.006200 0.097000 0.868705 -0.018172 -0.494975 0.027005 0.999578 0.010703 0.492800 -0.029523 0.869640 0.997521
1213	0.086200 0.098600 0.008900 0.052942 0.123846 -0.990888 -0.500010 0.862254 0.081042 0.862767 0.493904 0.108022 -0.005764
1212	0.086200 0.098600 0.008900 -0.500010 0.862254 0.081042 -0.052942 -0.123846 0.990888 0.862767 0.493904 0.108022 -0.002789
1211	0.086200 0.098600 0.008900 0.052942 0.123846 -0.990888 -0.500010 0.862254 0.081042 0.862767 0.493904 0.108022 0.997118
1223	0.100300 0.066000 0.008200 0.077218 0.030863 -0.996536 -0.316045 0.948765 0.004956 0.945964 0.312743 0.085593 -0.005090
1222	0.100300 0.066000 0.008200 -0.316045 0.948765 0.004956 -0.077218 -0.030863 0.996536 0.945964 0.312743 0.085593 -0.002350
1221	0.100300 0.066000 0.008200 0.077218 0.030863 -0.996536 -0.316045 0.948765 0.004956 0.945964 0.312743 0.085593 0.997774
1232	0.088700 0.075700 0.041200 0.347937 0.117419 -0.930154 -0.370368 0.928639 -0.021343 0.856956 0.359536 0.369242 -0.004233
1233	0.088700 0.075700 0.041200 -0.370368 0.928639 -0.021343 -0.347937 -0.117419 0.930154 0.856956 0.359536 0.369242 -0.006316
1231	0.088700 0.075700 0.041200 0.347937 0.117419 -0.930154 -0.370368 0.928639 -0.021343 0.856956 0.359536 0.369242 0.996930
1243	0.069900 0.075800 0.070900 0.611205 0.237449 -0.755014 -0.424460 0.903557 -0.059374 0.663892 0.363917 0.653305 -0.005432
1242	0.069900 0.075800 0.070900 -0.424460 0.903557 -0.059374 -0.611205 -0.237449 0.755014 0.663892 0.363917 0.653305 -0.002451
1241	0.069900 0.075800 0.070900 0.611205 0.237449 -0.755014 -0.424460 0.903557 -0.059374 0.663892 0.363917 0.653305 0.999127
1312	0.098900 0.040400 0.041300 0.341175 0.060292 -0.938102 -0.171923 0.985110 0.000724 0.922954 0.155116 0.352260 -0.004259
1313	0.098900 0.040400 0.041300 -0.171923 0.985110 0.000724 -0.341175 -0.060292 0.938102 0.922954 0.155116 0.352260 -0.003043
1311	0.098900 0.040400 0.041300 0.341175 0.060292 -0.938102 -0.171923 0.985110 0.000724 0.922954 0.155116 0.352260 0.994297
1323	0.107400 0.032900 0.008100 0.064530 0.011657 -0.997848 -0.134421 0.990933 0.002885 0.988273 0.132036 0.076533 -0.006702
1322	0.107400 0.032900 0.008100 -0.134421 0.990933 0.002885 -0.064530 -0.011657 0.997848 0.988273 0.132036 0.076533 -0.002025
1321	0.107400 0.032900 0.008100 0.064530 0.011657 -0.997848 -0.134421 0.990933 0.002885 0.988273 0.132036 0.076533 1.006175
1333	0.108300 -0.001100 0.006800 0.057226 -0.002655 -0.998358 0.051808 0.998666 0.000350 0.996443 -0.060557 0.058567 -0.004609
1332	0.108300 -0.001100 0.006800 0.051808 0.998666 0.000350 -0.057226 0.002655 0.998358 0.996443 -0.060557 0.058567 -0.001657
1331	0.108300 -0.001100 0.006800 0.057226 -0.002655 -0.998358 0.051808 0.998666 0.000350 0.996443 -0.060557 0.058567 1.003090
1342	0.101000 0.004400 0.041000 0.346026 0.008106 -0.938212 0.033181 0.999232 0.020830 0.935265 -0.040246 0.351647 -0.004481
1343	0.101000 0.004400 0.041000 0.033181 0.999232 0.020830 -0.346026 -0.008106 0.938212 0.935265 -0.040246 0.351647 -0.005897
1341	0.101000 0.004400 0.041000 0.346026 0.008106 -0.938212 0.033181 0.999232 0.020830 0.935265 -0.040246 0.351647 1.005489
1412	0.102000 0.063000 -0.026000 0.000062 0.007697 -1.000027 -0.279795 0.960032 0.007393 0.959500 0.281700 0.002159 -0.002989
1413	0.102000 0.063000 -0.026000 -0.279795 0.960032 0.007393 -0.000062 -0.007697 1.000027 0.959500 0.281700 0.002159 -0.005338
1411	0.102000 0.063000 -0.026000 0.000062 0.007697 -1.000027 -0.279795 0.960032 0.007393 0.959500 0.281700 0.002159 0.980599
1423	0.106500 0.046900 -0.060000 0.031532 0.011834 -0.999433 -0.176687 0.984239 0.006071 0.984299 0.174277 0.027017 -0.004395
1422	0.106500 0.046900 -0.060000 -0.176687 0.984239 0.006071 -0.031532 -0.011834 0.999433 0.984299 0.174277 0.027017 -0.006334
1421	0.106500 0.046900 -0.060000 0.031532 0.011834 -0.999433 -0.176687 0.984239 0.006071 0.984299 0.174277 0.027017 1.000488
1433	0.109800 0.013100 -0.062200 0.046067 0.004693 -0.998927 -0.004872 0.999982 0.004432 0.999608 0.008452 0.026490 -0.004302
1432	0.109800 0.013100 -0.062200 -0.004872 0.999982 0.004432 -0.046067 -0.004693 0.998927 0.999608 0.008452 0.026490 0.000845
1431	0.109800 0.013100 -0.062200 0.046067 0.004693 -0.998927 -0.004872 0.999982 0.004432 0.999608 0.008452 0.026490 0.991981
1442	0.108300 0.030100 -0.026200 -0.002915 0.004812 -0.999930 -0.106980 0.994248 0.005167 0.994383 0.105809 -0.002177 -0.000023
1443	0.108300 0.030100 -0.026200 -0.106980 0.994248 0.005167 0.002915 -0.004812 0.999930 0.994383 0.105809 -0.002177 -0.004892
1441	0.108300 0.030100 -0.026200 -0.002915 0.004812 -0.999930 -0.106980 0.994248 0.005167 0.994383 0.105809 -0.002177 1.000428
1512	-0.108800 -0.003200 -0.028400 0.014780 0.000307 -0.999874 0.088379 -0.996087 0.000943 -0.995937 -0.089012 -0.013509 -0.005260
1513	-0.108800 -0.003200 -0.028400 0.088379 -0.996087 0.000943 -0.014780 -0.000307 0.999874 -0.995937 -0.089012 -0.013509 -0.005618
1511	-0.108800 -0.003200 -0.028400 0.014780 0.000307 -0.999874 0.088379 -0.996087 0.000943 -0.995937 -0.089012 -0.013509 0.991632
1522	-0.101700 -0.036000 -0.028100 0.025139 0.001704 -0.999665 0.347504 -0.937652 0.007183 -0.939357 -0.342113 -0.023697 0.000508
1523	-0.101700 -0.036000 -0.028100 0.347504 -0.937652 0.007183 -0.025139 -0.001704 0.999665 -0.939357 -0.342113 -0.023697 -0.005685
1521	-0.101700 -0.036000 -0.028100 0.025139 0.001704 -0.999665 0.347504 -0.937652 0.007183 -0.939357 -0.342113 -0.023697 1.007292
1533	-0.095100 -0.052400 -0.062300 -0.030223 -0.007350 -0.999516 0.441144 -0.897386 -0.006712 -0.896803 -0.441622 0.026541 -0.006763
1532	-0.095100 -0.052400 -0.062300 0.441144 -0.897386 -0.006712 0.030223 0.007350 0.999516 -0.896803 -0.441622 0.026541 -0.002522
1531	-0.095100 -0.052400 -0.062300 -0.030223 -0.007350 -0.999516 0.441144 -0.897386 -0.006712 -0.896803 -0.441622 0.026541 1.002986
1543	-0.106800 -0.020500 -0.062500 -0.036713 -0.002758 -0.999322 0.183293 -0.983041 -0.004033 -0.982718 -0.182341 0.031632 -0.008052
1542	-0.106800 -0.020500 -0.062500 0.183293 -0.983041 -0.004033 0.036713 0.002758 0.999322 -0.982718 -0.182341 0.031632 -0.004902
1541	-0.106800 -0.020500 -0.062500 -0.036713 -0.002758 -0.999322 0.183293 -0.983041 -0.004033 -0.982718 -0.182341 0.031632 1.006664
1613	-0.101700 -0.033900 0.005600 -0.074813 -0.033871 -0.996623 0.328274 -0.944549 0.007511 -0.941165 -0.329174 0.076216 0.000332
1612	-0.101700 -0.033900 0.005600 0.328274 -0.944549 0.007511 0.074813 0.033871 0.996623 -0.941165 -0.329174 0.076216 -0.004801
1611	-0.101700 -0.033900 0.005600 -0.074813 -0.033871 -0.996623 0.328274 -0.944549 0.007511 -0.941165 -0.329174 0.076216 1.056041
1622	-0.095200 -0.030800 0.039100 -0.321893 -0.057226 -0.945032 0.312116 -0.948791 -0.048769 -0.893501 -0.301911 0.332311 0.000274
1623	-0.095200 -0.030800 0.039100 0.312116 -0.948791 -0.048769 0.321893 0.057226 0.945032 -0.893501 -0.301911 0.332311 -0.005145
1621	-0.095200 -0.030800 0.039100 -0.321893 -0.057226 -0.945032 0.312116 -0.948791 -0.048769 -0.893501 -0.301911 0.332311 1.005377
1632	-0.078100 -0.062800 0.039400 -0.264987 -0.203739 -0.942504 0.590416 -0.807054 0.008432 -0.756940 -0.561946 0.333499 -0.003001
1633	-0.078100 -0.062800 0.039400 0.590416 -0.807054 0.008432 0.264987 0.203739 0.942504 -0.756940 -0.561946 0.333499 -0.005578
1631	-0.078100 -0.062800 0.039400 -0.264987 -0.203739 -0.942504 0.590416 -0.807054 0.008432 -0.756940 -0.561946 0.333499 0.995762
1643	-0.086600 -0.064000 0.005500 -0.061571 -0.048997 -0.996899 0.560982 -0.827764 0.005982 -0.823102 -0.561463 0.084982 -0.004771
1642	-0.086600 -0.064000 0.005500 0.560982 -0.827764 0.005982 0.061571 0.048997 0.996899 -0.823102 -0.561463 0.084982 -0.004918
1641	-0.086600 -0.064000 0.005500 -0.061571 -0.048997 -0.996899 0.560982 -0.827764 0.005982 -0.823102 -0.561463 0.084982 1.003150
1713	-0.075800 -0.079700 -0.062100 -0.004185 -0.019076 -0.999809 0.661640 -0.749718 0.011491 -0.747305 -0.664285 0.016006 -0.006718
1712	-0.075800 -0.079700 -0.062100 0.661640 -0.749718 0.011491 0.004185 0.019076 0.999809 -0.747305 -0.664285 0.016006 -0.001536
1711	-0.075800 -0.079700 -0.062100 -0.004185 -0.019076 -0.999809 0.661640 -0.749718 0.011491 -0.747305 -0.664285 0.016006 0.992882
1722	-0.086100 -0.066000 -0.028200 0.018511 0.006405 -0.999839 0.573514 -0.819178 0.005365 -0.819597 -0.572665 -0.017147 -0.001103
